Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
05/15/2020,02/01/2020,02/01/2020,By week,North Dakota,Week-ending,0,130,0.97,10,0,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/08/2020,02/08/2020,By week,North Dakota,Week-ending,0,137,1.01,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/15/2020,02/15/2020,By week,North Dakota,Week-ending,0,145,0.99,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/22/2020,02/22/2020,By week,North Dakota,Week-ending,0,174,1.17,11,0,0,11,
05/15/2020,02/29/2020,02/29/2020,By week,North Dakota,Week-ending,0,149,1.06,13,0,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/07/2020,03/07/2020,By week,North Dakota,Week-ending,0,163,1.19,17,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/14/2020,03/14/2020,By week,North Dakota,Week-ending,0,140,1.08,15,0,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/21/2020,03/21/2020,By week,North Dakota,Week-ending,0,119,0.86,20,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/28/2020,03/28/2020,By week,North Dakota,Week-ending,,88,0.63,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/04/2020,04/04/2020,By week,North Dakota,Week-ending,,81,0.5,,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/11/2020,04/11/2020,By week,North Dakota,Week-ending,,94,0.68,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/18/2020,04/18/2020,By week,North Dakota,Week-ending,,103,0.72,15,,0,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/25/2020,04/25/2020,By week,North Dakota,Week-ending,,102,0.78,14,,,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,05/02/2020,05/02/2020,By week,North Dakota,Week-ending,,86,0.62,,,0,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,05/09/2020,05/09/2020,By week,North Dakota,Week-ending,,32,0.23,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/01/2020,02/01/2020,By week,Ohio,Week-ending,0,2484,0.97,124,0,26,150,
05/15/2020,02/08/2020,02/08/2020,By week,Ohio,Week-ending,0,2525,0.99,128,0,18,146,
05/15/2020,02/15/2020,02/15/2020,By week,Ohio,Week-ending,0,2465,0.99,137,0,23,160,
05/15/2020,02/22/2020,02/22/2020,By week,Ohio,Week-ending,0,2499,0.99,118,0,19,137,
05/15/2020,02/29/2020,02/29/2020,By week,Ohio,Week-ending,0,2424,0.97,120,0,30,150,
05/15/2020,03/07/2020,03/07/2020,By week,Ohio,Week-ending,0,2402,0.95,134,0,20,154,
05/15/2020,03/14/2020,03/14/2020,By week,Ohio,Week-ending,,2334,0.94,128,,38,166,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/21/2020,03/21/2020,By week,Ohio,Week-ending,,2135,0.86,137,,21,163,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/28/2020,03/28/2020,By week,Ohio,Week-ending,31,2224,0.91,162,10,21,204,
05/15/2020,04/04/2020,04/04/2020,By week,Ohio,Week-ending,107,2379,0.94,185,47,,253,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/11/2020,04/11/2020,By week,Ohio,Week-ending,153,2486,1.03,225,70,,315,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/18/2020,04/18/2020,By week,Ohio,Week-ending,196,2344,0.99,211,94,,317,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/25/2020,04/25/2020,By week,Ohio,Week-ending,150,2100,0.91,159,66,,247,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,05/02/2020,05/02/2020,By week,Ohio,Week-ending,114,1484,0.64,95,43,,168,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,05/09/2020,05/09/2020,By week,Ohio,Week-ending,38,797,0.34,41,15,0,64,
05/15/2020,02/01/2020,02/01/2020,By week,Oklahoma,Week-ending,0,719,0.83,65,0,,72,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/08/2020,02/08/2020,By week,Oklahoma,Week-ending,0,797,0.93,56,0,,63,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/15/2020,02/15/2020,By week,Oklahoma,Week-ending,0,777,0.88,75,0,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/22/2020,02/22/2020,By week,Oklahoma,Week-ending,0,740,0.89,67,0,,71,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/29/2020,02/29/2020,By week,Oklahoma,Week-ending,0,778,0.96,69,0,13,82,
05/15/2020,03/07/2020,03/07/2020,By week,Oklahoma,Week-ending,,784,0.94,65,0,18,84,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/14/2020,03/14/2020,By week,Oklahoma,Week-ending,0,769,0.94,71,0,17,88,
05/15/2020,03/21/2020,03/21/2020,By week,Oklahoma,Week-ending,,791,0.98,71,,,78,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/28/2020,03/28/2020,By week,Oklahoma,Week-ending,17,805,1.08,73,,10,95,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/04/2020,04/04/2020,By week,Oklahoma,Week-ending,37,723,0.96,84,17,,107,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/11/2020,04/11/2020,By week,Oklahoma,Week-ending,48,779,1.04,89,24,,114,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/18/2020,04/18/2020,By week,Oklahoma,Week-ending,40,701,0.94,64,14,,92,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/25/2020,04/25/2020,By week,Oklahoma,Week-ending,28,573,0.77,49,,,72,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,05/02/2020,05/02/2020,By week,Oklahoma,Week-ending,15,349,0.46,28,,,37,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,05/09/2020,05/09/2020,By week,Oklahoma,Week-ending,,64,0.09,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/01/2020,02/01/2020,By week,Oregon,Week-ending,0,725,0.99,34,0,,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/08/2020,02/08/2020,By week,Oregon,Week-ending,0,725,0.97,34,0,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/15/2020,02/15/2020,By week,Oregon,Week-ending,0,777,1.09,41,0,,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/22/2020,02/22/2020,By week,Oregon,Week-ending,0,728,1,34,0,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/29/2020,02/29/2020,By week,Oregon,Week-ending,0,730,0.99,32,0,,37,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/07/2020,03/07/2020,By week,Oregon,Week-ending,0,780,1.04,35,0,10,45,
05/15/2020,03/14/2020,03/14/2020,By week,Oregon,Week-ending,,733,0.96,39,0,12,53,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/21/2020,03/21/2020,By week,Oregon,Week-ending,,758,1.05,52,,,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/28/2020,03/28/2020,By week,Oregon,Week-ending,14,748,1.03,43,,,58,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/04/2020,04/04/2020,By week,Oregon,Week-ending,23,750,1.03,51,,,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/11/2020,04/11/2020,By week,Oregon,Week-ending,22,734,1.04,52,11,,65,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/18/2020,04/18/2020,By week,Oregon,Week-ending,21,656,0.91,34,,0,47,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/25/2020,04/25/2020,By week,Oregon,Week-ending,20,596,0.85,33,,,48,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,05/02/2020,05/02/2020,By week,Oregon,Week-ending,10,439,0.65,17,,0,24,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,05/09/2020,05/09/2020,By week,Oregon,Week-ending,,214,0.31,10,,0,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/01/2020,02/01/2020,By week,Pennsylvania,Week-ending,0,1954,0.68,106,0,12,118,
05/15/2020,02/08/2020,02/08/2020,By week,Pennsylvania,Week-ending,0,1963,0.68,92,0,13,105,
05/15/2020,02/15/2020,02/15/2020,By week,Pennsylvania,Week-ending,0,1934,0.67,118,0,14,132,
05/15/2020,02/22/2020,02/22/2020,By week,Pennsylvania,Week-ending,0,1917,0.68,100,0,16,116,
05/15/2020,02/29/2020,02/29/2020,By week,Pennsylvania,Week-ending,0,1970,0.71,98,0,14,112,
05/15/2020,03/07/2020,03/07/2020,By week,Pennsylvania,Week-ending,0,1943,0.69,107,0,29,136,
05/15/2020,03/14/2020,03/14/2020,By week,Pennsylvania,Week-ending,0,2066,0.74,120,0,24,144,
05/15/2020,03/21/2020,03/21/2020,By week,Pennsylvania,Week-ending,,2200,0.8,163,,21,187,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/28/2020,03/28/2020,By week,Pennsylvania,Week-ending,50,2568,0.95,190,26,20,234,
05/15/2020,04/04/2020,04/04/2020,By week,Pennsylvania,Week-ending,193,2842,1.06,262,78,10,387,
05/15/2020,04/11/2020,04/11/2020,By week,Pennsylvania,Week-ending,573,3272,1.22,436,236,,775,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/18/2020,04/18/2020,By week,Pennsylvania,Week-ending,771,3431,1.3,447,288,,932,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/25/2020,04/25/2020,By week,Pennsylvania,Week-ending,653,3046,1.18,360,240,,775,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,05/02/2020,05/02/2020,By week,Pennsylvania,Week-ending,410,2558,1.02,243,131,0,522,
05/15/2020,05/09/2020,05/09/2020,By week,Pennsylvania,Week-ending,164,1781,0.73,142,64,0,242,
05/15/2020,02/01/2020,02/01/2020,By week,Rhode Island,Week-ending,0,219,1,,0,,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/08/2020,02/08/2020,By week,Rhode Island,Week-ending,0,242,1.03,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/15/2020,02/15/2020,By week,Rhode Island,Week-ending,0,181,0.81,11,0,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/22/2020,02/22/2020,By week,Rhode Island,Week-ending,0,203,1.01,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/29/2020,02/29/2020,By week,Rhode Island,Week-ending,0,236,1.11,13,0,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/07/2020,03/07/2020,By week,Rhode Island,Week-ending,0,247,1.13,19,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/14/2020,03/14/2020,By week,Rhode Island,Week-ending,0,191,0.94,10,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/21/2020,03/21/2020,By week,Rhode Island,Week-ending,0,207,0.99,18,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/28/2020,03/28/2020,By week,Rhode Island,Week-ending,,178,0.92,12,,0,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/04/2020,04/04/2020,By week,Rhode Island,Week-ending,18,213,0.98,13,,,30,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/11/2020,04/11/2020,By week,Rhode Island,Week-ending,40,205,1.05,22,11,,52,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/18/2020,04/18/2020,By week,Rhode Island,Week-ending,67,216,1.04,36,26,0,77,
05/15/2020,04/25/2020,04/25/2020,By week,Rhode Island,Week-ending,46,147,0.73,29,20,0,55,
05/15/2020,05/02/2020,05/02/2020,By week,Rhode Island,Week-ending,26,78,0.35,14,,0,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,05/09/2020,05/09/2020,By week,Rhode Island,Week-ending,,21,0.11,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/01/2020,02/01/2020,By week,South Carolina,Week-ending,0,1029,0.98,59,0,11,70,
05/15/2020,02/08/2020,02/08/2020,By week,South Carolina,Week-ending,0,1094,1.07,60,0,17,77,
05/15/2020,02/15/2020,02/15/2020,By week,South Carolina,Week-ending,0,1000,0.98,69,0,16,85,
05/15/2020,02/22/2020,02/22/2020,By week,South Carolina,Week-ending,0,1033,1.05,48,0,,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/29/2020,02/29/2020,By week,South Carolina,Week-ending,0,1040,1.1,58,0,,66,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/07/2020,03/07/2020,By week,South Carolina,Week-ending,0,1130,1.15,64,0,,72,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/14/2020,03/14/2020,By week,South Carolina,Week-ending,0,1099,1.12,53,0,,61,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/21/2020,03/21/2020,By week,South Carolina,Week-ending,,1065,1.07,57,,,66,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/28/2020,03/28/2020,By week,South Carolina,Week-ending,18,1026,1.07,77,,,94,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/04/2020,04/04/2020,By week,South Carolina,Week-ending,35,1035,1.07,81,17,,100,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/11/2020,04/11/2020,By week,South Carolina,Week-ending,51,1111,1.17,78,18,,113,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/18/2020,04/18/2020,By week,South Carolina,Week-ending,45,1018,1.12,72,15,,103,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/25/2020,04/25/2020,By week,South Carolina,Week-ending,43,931,1.02,63,12,0,94,
05/15/2020,05/02/2020,05/02/2020,By week,South Carolina,Week-ending,23,759,0.83,48,,0,64,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,05/09/2020,05/09/2020,By week,South Carolina,Week-ending,,408,0.45,24,,0,25,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/01/2020,02/01/2020,By week,South Dakota,Week-ending,0,162,0.94,10,0,0,10,
05/15/2020,02/08/2020,02/08/2020,By week,South Dakota,Week-ending,0,149,0.89,15,0,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/15/2020,02/15/2020,By week,South Dakota,Week-ending,0,177,1.07,11,0,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/22/2020,02/22/2020,By week,South Dakota,Week-ending,0,174,1.05,11,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/29/2020,02/29/2020,By week,South Dakota,Week-ending,0,161,0.94,,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/07/2020,03/07/2020,By week,South Dakota,Week-ending,0,191,1.1,20,0,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/14/2020,03/14/2020,By week,South Dakota,Week-ending,,166,0.99,11,0,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/21/2020,03/21/2020,By week,South Dakota,Week-ending,0,160,1.02,12,0,0,12,
05/15/2020,03/28/2020,03/28/2020,By week,South Dakota,Week-ending,,144,0.92,15,0,0,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/04/2020,04/04/2020,By week,South Dakota,Week-ending,,164,1.03,18,,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/11/2020,04/11/2020,By week,South Dakota,Week-ending,,145,0.9,12,0,0,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/18/2020,04/18/2020,By week,South Dakota,Week-ending,,144,0.9,,0,,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/25/2020,04/25/2020,By week,South Dakota,Week-ending,,144,1,11,,0,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,05/02/2020,05/02/2020,By week,South Dakota,Week-ending,10,96,0.58,,,0,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,05/09/2020,05/09/2020,By week,South Dakota,Week-ending,0,26,0.17,0,0,0,0,
05/15/2020,02/01/2020,02/01/2020,By week,Tennessee,Week-ending,0,1584,1.04,126,0,12,138,
05/15/2020,02/08/2020,02/08/2020,By week,Tennessee,Week-ending,0,1605,1.01,123,0,14,137,
05/15/2020,02/15/2020,02/15/2020,By week,Tennessee,Week-ending,0,1441,0.93,114,0,14,128,
05/15/2020,02/22/2020,02/22/2020,By week,Tennessee,Week-ending,0,1503,1,98,0,10,108,
05/15/2020,02/29/2020,02/29/2020,By week,Tennessee,Week-ending,0,1486,1.01,110,0,16,126,
05/15/2020,03/07/2020,03/07/2020,By week,Tennessee,Week-ending,0,1598,1.1,119,0,13,132,
05/15/2020,03/14/2020,03/14/2020,By week,Tennessee,Week-ending,0,1573,1.06,105,0,12,117,
05/15/2020,03/21/2020,03/21/2020,By week,Tennessee,Week-ending,,1505,1.04,110,,,119,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/28/2020,03/28/2020,By week,Tennessee,Week-ending,,1495,1.02,118,,,130,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/04/2020,04/04/2020,By week,Tennessee,Week-ending,52,1536,1.05,132,21,,172,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/11/2020,04/11/2020,By week,Tennessee,Week-ending,50,1465,1.01,137,30,,160,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/18/2020,04/18/2020,By week,Tennessee,Week-ending,34,1482,1.06,108,15,0,127,
05/15/2020,04/25/2020,04/25/2020,By week,Tennessee,Week-ending,21,1346,0.92,94,,0,110,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,05/02/2020,05/02/2020,By week,Tennessee,Week-ending,20,1211,0.87,79,,,91,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,05/09/2020,05/09/2020,By week,Tennessee,Week-ending,15,751,0.54,39,,0,50,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/01/2020,02/01/2020,By week,Texas,Week-ending,0,4154,0.97,276,0,30,306,
05/15/2020,02/08/2020,02/08/2020,By week,Texas,Week-ending,0,4306,1.01,281,0,37,318,
05/15/2020,02/15/2020,02/15/2020,By week,Texas,Week-ending,0,4322,1.02,299,0,44,343,
05/15/2020,02/22/2020,02/22/2020,By week,Texas,Week-ending,0,4181,1.01,279,0,35,314,
05/15/2020,02/29/2020,02/29/2020,By week,Texas,Week-ending,0,4115,1.01,299,0,39,338,
05/15/2020,03/07/2020,03/07/2020,By week,Texas,Week-ending,0,4141,0.99,273,0,38,311,
05/15/2020,03/14/2020,03/14/2020,By week,Texas,Week-ending,0,4104,1.02,300,0,34,334,
05/15/2020,03/21/2020,03/21/2020,By week,Texas,Week-ending,10,4181,1.05,322,,23,350,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/28/2020,03/28/2020,By week,Texas,Week-ending,42,4175,1.07,338,14,17,381,
05/15/2020,04/04/2020,04/04/2020,By week,Texas,Week-ending,112,4064,1.07,351,42,,427,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/11/2020,04/11/2020,By week,Texas,Week-ending,180,4102,1.06,386,70,,500,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/18/2020,04/18/2020,By week,Texas,Week-ending,187,3971,1.04,369,96,,463,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/25/2020,04/25/2020,By week,Texas,Week-ending,140,3770,0.99,265,57,,354,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,05/02/2020,05/02/2020,By week,Texas,Week-ending,69,2710,0.71,200,34,,239,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,05/09/2020,05/09/2020,By week,Texas,Week-ending,,952,0.26,57,,,62,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/01/2020,02/01/2020,By week,Utah,Week-ending,0,359,0.97,18,0,,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/08/2020,02/08/2020,By week,Utah,Week-ending,0,289,0.74,16,0,,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/15/2020,02/15/2020,By week,Utah,Week-ending,0,412,1.12,14,0,,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/22/2020,02/22/2020,By week,Utah,Week-ending,0,365,0.95,16,0,,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/29/2020,02/29/2020,By week,Utah,Week-ending,0,393,1.01,31,0,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/07/2020,03/07/2020,By week,Utah,Week-ending,0,401,0.99,30,0,,33,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/14/2020,03/14/2020,By week,Utah,Week-ending,0,403,1.09,22,0,,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/21/2020,03/21/2020,By week,Utah,Week-ending,0,410,1.08,29,0,,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/28/2020,03/28/2020,By week,Utah,Week-ending,,394,1.12,34,0,,42,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/04/2020,04/04/2020,By week,Utah,Week-ending,11,405,1.13,32,,0,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/11/2020,04/11/2020,By week,Utah,Week-ending,,376,0.99,16,,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/18/2020,04/18/2020,By week,Utah,Week-ending,,386,1.01,20,,0,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/25/2020,04/25/2020,By week,Utah,Week-ending,14,403,1.14,17,,0,28,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,05/02/2020,05/02/2020,By week,Utah,Week-ending,10,367,1.03,12,,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,05/09/2020,05/09/2020,By week,Utah,Week-ending,,265,0.73,14,,0,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/01/2020,02/01/2020,By week,Vermont,Week-ending,0,105,0.85,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/08/2020,02/08/2020,By week,Vermont,Week-ending,0,112,0.94,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/15/2020,02/15/2020,By week,Vermont,Week-ending,0,126,1.11,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/22/2020,02/22/2020,By week,Vermont,Week-ending,0,107,0.94,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/29/2020,02/29/2020,By week,Vermont,Week-ending,0,137,1.31,12,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/07/2020,03/07/2020,By week,Vermont,Week-ending,0,134,0.91,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/14/2020,03/14/2020,By week,Vermont,Week-ending,0,140,1.28,11,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/21/2020,03/21/2020,By week,Vermont,Week-ending,,134,1.14,10,,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
